ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
32,Paris,French Open,5/28/19,Grand Slam,Outdoor,Clay,1st Round,5,Karlovic I.,Lopez F.,94,108,599,530,7,6,7,5,6,7,7,5,,,3,1,Completed,2.75,1.44,2.66,1.54,2.79,1.61,2.64,1.49
32,Paris,French Open,5/28/19,Grand Slam,Outdoor,Clay,1st Round,5,Bautista Agut R.,Johnson S.,21,65,1690,805,6,3,6,4,6,2,,,,,3,0,Completed,1.22,4.33,1.19,5.38,1.23,5.38,1.19,4.68
32,Paris,French Open,5/28/19,Grand Slam,Outdoor,Clay,1st Round,5,Thompson J.,Davidovich Fokina A.,69,133,757,418,6,3,6,2,7,6,,,,,3,0,Completed,2.75,1.44,2.76,1.51,2.88,1.51,2.72,1.46
32,Paris,French Open,5/28/19,Grand Slam,Outdoor,Clay,1st Round,5,Klizan M.,Kukushkin M.,55,51,883,955,3,6,5,7,6,4,6,2,6,3,3,2,Completed,1.57,2.37,1.6,2.5,1.6,2.63,1.55,2.48
32,Paris,French Open,5/28/19,Grand Slam,Outdoor,Clay,1st Round,5,Khachanov K.,Stebe C.M.,11,N/A,2800,N/A,6,1,6,1,6,4,,,,,3,0,Completed,1.04,13,1.05,13.87,1.06,15.25,1.04,12.38
32,Paris,French Open,5/28/19,Grand Slam,Outdoor,Clay,1st Round,5,Pouille L.,Bolelli S.,26,187,1385,272,6,3,6,4,7,5,,,,,3,0,Completed,1.4,3,1.45,3,1.45,3.05,1.41,2.91
32,Paris,French Open,5/28/19,Grand Slam,Outdoor,Clay,1st Round,5,Verdasco F.,Evans D.,27,80,1370,678,6,3,6,7,6,3,6,2,,,3,1,Completed,1.22,4.33,1.22,4.9,1.25,4.9,1.22,4.36
32,Paris,French Open,5/28/19,Grand Slam,Outdoor,Clay,1st Round,5,Barrere G.,Ebden M.,127,64,438,806,6,3,5,7,7,5,6,1,,,3,1,Completed,1.25,4,1.27,4.24,1.36,4.33,1.25,3.99
32,Paris,French Open,5/28/19,Grand Slam,Outdoor,Clay,1st Round,5,Hoang A.,Dzumhur D.,146,52,388,913,6,4,0,6,7,6,6,3,,,3,1,Completed,3.4,1.33,3.64,1.33,3.64,1.35,3.44,1.31
32,Paris,French Open,5/28/19,Grand Slam,Outdoor,Clay,1st Round,5,Mannarino A.,Travaglia S.,48,119,976,483,6,7,6,3,3,6,6,2,6,2,3,2,Completed,2.5,1.53,2.93,1.47,2.93,1.55,2.62,1.5
32,Paris,French Open,5/28/19,Grand Slam,Outdoor,Clay,1st Round,5,Monfils G.,Daniel T.,17,103,1965,569,6,0,6,4,6,1,,,,,3,0,Completed,1.12,6,1.12,7.68,1.15,7.68,1.12,6.47
32,Paris,French Open,5/29/19,Grand Slam,Outdoor,Clay,2nd Round,5,Tsitsipas S.,Dellien H.,6,86,4080,651,4,6,6,0,6,3,7,5,,,3,1,Completed,1.1,7,1.08,10.03,1.11,10.2,1.08,8.41
32,Paris,French Open,5/29/19,Grand Slam,Outdoor,Clay,2nd Round,5,Moutet C.,Pella G.,110,23,515,1460,6,3,6,1,2,6,7,5,,,3,1,Completed,3.75,1.28,4.34,1.26,4.5,1.29,3.94,1.25
32,Paris,French Open,5/29/19,Grand Slam,Outdoor,Clay,2nd Round,5,Nadal R.,Maden Y.,2,114,7945,504,6,1,6,2,6,4,,,,,3,0,Completed,1.002,41,1.01,31.85,1.01,67,1.01,28.49
32,Paris,French Open,5/29/19,Grand Slam,Outdoor,Clay,2nd Round,5,Goffin D.,Kecmanovic M.,29,85,1325,656,6,2,6,4,6,3,,,,,3,0,Completed,1.12,6,1.12,7.45,1.14,8.8,1.12,6.55
32,Paris,French Open,5/29/19,Grand Slam,Outdoor,Clay,2nd Round,5,Nishikori K.,Tsonga J.W.,7,82,3860,670,4,6,6,4,6,4,6,4,,,3,1,Completed,1.33,3.4,1.39,3.27,1.4,3.6,1.35,3.23
32,Paris,French Open,5/29/19,Grand Slam,Outdoor,Clay,2nd Round,5,Londero J.I.,Gasquet R.,78,39,695,1125,6,2,3,6,6,3,6,4,,,3,1,Completed,2,1.8,1.99,1.91,2.03,1.95,1.96,1.85
32,Paris,French Open,5/29/19,Grand Slam,Outdoor,Clay,2nd Round,5,Djere L.,Popyrin A.,32,109,1314,520,6,4,7,6,6,4,,,,,3,0,Completed,1.22,4.33,1.27,4.22,1.27,4.4,1.24,4.12
32,Paris,French Open,5/29/19,Grand Slam,Outdoor,Clay,2nd Round,5,Krajinovic F.,Carballes Baena R.,60,76,838,707,6,4,6,4,6,7,3,6,8,6,3,2,Completed,1.4,3,1.45,2.98,1.47,3,1.42,2.86
32,Paris,French Open,5/29/19,Grand Slam,Outdoor,Clay,2nd Round,5,Mahut N.,Kohlschreiber P.,252,54,182,895,6,3,6,3,6,3,,,,,3,0,Completed,7,1.1,7.53,1.12,7.95,1.13,6.88,1.11
32,Paris,French Open,5/29/19,Grand Slam,Outdoor,Clay,2nd Round,5,Ruud C.,Berrettini M.,63,31,810,1320,6,4,7,5,6,3,,,,,3,0,Completed,2.5,1.53,2.68,1.53,2.75,1.55,2.58,1.51
32,Paris,French Open,5/29/19,Grand Slam,Outdoor,Clay,2nd Round,5,Dimitrov G.,Cilic M.,46,13,997,2710,6,7,6,4,4,6,7,6,6,3,3,2,Completed,2.5,1.53,2.55,1.58,2.7,1.58,2.51,1.53
32,Paris,French Open,5/29/19,Grand Slam,Outdoor,Clay,2nd Round,5,Wawrinka S.,Garin C.,28,37,1365,1201,6,1,6,4,6,0,,,,,3,0,Completed,1.53,2.5,1.54,2.67,1.59,2.67,1.54,2.5
32,Paris,French Open,5/29/19,Grand Slam,Outdoor,Clay,2nd Round,5,Federer R.,Otte O.,3,144,5950,391,6,4,6,3,6,4,,,,,3,0,Completed,1.02,19,1.01,26.81,1.03,26.81,1.02,17.43
32,Paris,French Open,5/29/19,Grand Slam,Outdoor,Clay,2nd Round,5,Paire B.,Herbert P.H.,38,43,1168,1053,6,2,6,2,5,7,6,7,11,9,3,2,Completed,1.44,2.75,1.48,2.86,1.48,3.02,1.44,2.82
32,Paris,French Open,5/29/19,Grand Slam,Outdoor,Clay,2nd Round,5,Carreno Busta P.,De Minaur A.,57,25,860,1410,6,3,6,1,6,1,,,,,3,0,Completed,1.4,3,1.48,2.88,1.48,3.25,1.41,2.94
32,Paris,French Open,5/30/19,Grand Slam,Outdoor,Clay,2nd Round,5,Cuevas P.,Edmund K.,47,30,983,1325,7,6,6,3,2,1,,,,,2,0,Retired,1.61,2.3,1.6,2.5,1.74,2.5,1.65,2.26
32,Paris,French Open,5/30/19,Grand Slam,Outdoor,Clay,2nd Round,5,Thiem D.,Bublik A.,4,91,4685,616,6,3,6,7,6,3,7,5,,,3,1,Completed,1.02,19,1.01,27.83,1.03,27.83,1.01,18.07
32,Paris,French Open,5/30/19,Grand Slam,Outdoor,Clay,2nd Round,5,Caruso S.,Simon G.,147,33,388,1235,6,1,6,2,6,4,,,,,3,0,Completed,3.5,1.3,3.35,1.38,3.54,1.41,3.3,1.34
32,Paris,French Open,5/30/19,Grand Slam,Outdoor,Clay,2nd Round,5,Mayer L.,Schwartzman D.,68,20,770,1755,4,6,6,3,6,4,7,5,,,3,1,Completed,3.5,1.3,3.69,1.33,3.69,1.34,3.46,1.31
32,Paris,French Open,5/30/19,Grand Slam,Outdoor,Clay,2nd Round,5,Zverev A.,Ymer M.,5,148,4360,386,6,1,6,3,7,6,,,,,3,0,Completed,1.14,5.5,1.13,7.01,1.15,7.4,1.12,6.25
32,Paris,French Open,5/30/19,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Laaksonen H.,1,104,12355,548,6,1,6,4,6,3,,,,,3,0,Completed,1.005,29,1.005,36.33,1.02,39,1.01,24.18
32,Paris,French Open,5/30/19,Grand Slam,Outdoor,Clay,2nd Round,5,Hoang A.,Verdasco F.,146,27,388,1370,6,4,3,6,7,6,7,5,,,3,1,Completed,6,1.12,6.41,1.15,7,1.15,6,1.13
32,Paris,French Open,5/30/19,Grand Slam,Outdoor,Clay,2nd Round,5,Lajovic D.,Benchetrit E.,35,273,1226,151,6,3,6,3,6,4,,,,,3,0,Completed,1.3,3.5,1.33,3.65,1.4,3.8,1.31,3.49
32,Paris,French Open,5/30/19,Grand Slam,Outdoor,Clay,2nd Round,5,Struff J.L.,Albot R.,45,40,1035,1101,7,6,7,6,6,7,6,2,,,3,1,Completed,1.36,3.2,1.42,3.11,1.45,3.38,1.38,3.05
32,Paris,French Open,5/30/19,Grand Slam,Outdoor,Clay,2nd Round,5,Thompson J.,Karlovic I.,69,94,757,599,6,3,6,4,6,7,6,3,,,3,1,Completed,1.53,2.5,1.49,2.84,1.57,2.84,1.49,2.63
32,Paris,French Open,5/30/19,Grand Slam,Outdoor,Clay,2nd Round,5,Del Potro J.M.,Nishioka Y.,9,72,3235,741,5,7,6,4,6,2,6,7,6,2,3,2,Completed,1.08,8,1.09,9.52,1.1,11.25,1.08,8.44
32,Paris,French Open,5/30/19,Grand Slam,Outdoor,Clay,2nd Round,5,Monfils G.,Mannarino A.,17,48,1965,976,6,3,6,4,6,4,,,,,3,0,Completed,1.1,7,1.1,8.43,1.14,8.55,1.1,7.34
32,Paris,French Open,5/30/19,Grand Slam,Outdoor,Clay,2nd Round,5,Coric B.,Harris L.,15,90,2525,617,6,2,6,3,7,6,,,,,3,0,Completed,1.08,8,1.08,10.46,1.09,10.75,1.07,8.82
32,Paris,French Open,5/30/19,Grand Slam,Outdoor,Clay,2nd Round,5,Bautista Agut R.,Fritz T.,21,42,1690,1055,6,2,6,3,6,2,,,,,3,0,Completed,1.44,2.75,1.49,2.84,1.49,2.95,1.45,2.78
32,Paris,French Open,5/30/19,Grand Slam,Outdoor,Clay,2nd Round,5,Khachanov K.,Barrere G.,11,127,2800,438,6,3,7,6,0,6,7,5,,,3,1,Completed,1.1,7,1.14,6.87,1.14,8.1,1.11,6.69
32,Paris,French Open,5/30/19,Grand Slam,Outdoor,Clay,2nd Round,5,Fognini F.,Delbonis F.,12,75,2785,731,6,4,3,6,6,3,6,3,,,3,1,Completed,1.44,2.75,1.48,2.87,1.48,2.92,1.45,2.76
32,Paris,French Open,5/31/19,Grand Slam,Outdoor,Clay,2nd Round,5,Klizan M.,Pouille L.,55,26,883,1385,7,6,2,6,6,3,3,6,9,7,3,2,Completed,3,1.4,3.1,1.43,3.1,1.5,2.87,1.43
32,Paris,French Open,5/31/19,Grand Slam,Outdoor,Clay,3rd Round,5,Nishikori K.,Djere L.,7,32,3860,1314,6,4,6,7,6,3,4,6,8,6,3,2,Completed,1.3,3.5,1.32,3.79,1.35,3.82,1.3,3.54
32,Paris,French Open,5/31/19,Grand Slam,Outdoor,Clay,3rd Round,5,Paire B.,Carreno Busta P.,38,57,1168,860,6,2,4,6,7,6,,,,,2,1,Retired,2.3,1.61,2.27,1.71,2.51,1.71,2.3,1.63
32,Paris,French Open,5/31/19,Grand Slam,Outdoor,Clay,3rd Round,5,Federer R.,Ruud C.,3,63,5950,810,6,3,6,1,7,6,,,,,3,0,Completed,1.11,6.5,1.14,6.87,1.15,7.45,1.12,6.4
32,Paris,French Open,5/31/19,Grand Slam,Outdoor,Clay,3rd Round,5,Mayer L.,Mahut N.,68,252,770,182,3,6,7,6,6,4,7,6,,,3,1,Completed,1.25,4,1.25,4.48,1.3,4.5,1.24,4.09
32,Paris,French Open,5/31/19,Grand Slam,Outdoor,Clay,3rd Round,5,Londero J.I.,Moutet C.,78,110,695,515,2,6,6,3,6,4,5,7,6,4,3,2,Completed,1.57,2.37,1.64,2.42,1.64,2.55,1.58,2.42
32,Paris,French Open,5/31/19,Grand Slam,Outdoor,Clay,3rd Round,5,Nadal R.,Goffin D.,2,29,7945,1325,6,1,6,3,4,6,6,3,,,3,1,Completed,1.03,15,1.05,14.01,1.05,21,1.03,13.15
32,Paris,French Open,6/1/19,Grand Slam,Outdoor,Clay,3rd Round,5,Fognini F.,Bautista Agut R.,12,21,2785,1690,7,6,6,4,4,6,6,1,,,3,1,Completed,1.66,2.2,1.71,2.27,1.74,2.27,1.68,2.2
32,Paris,French Open,6/1/19,Grand Slam,Outdoor,Clay,3rd Round,5,Zverev A.,Lajovic D.,5,35,4360,1226,6,4,6,2,4,6,1,6,6,2,3,2,Completed,1.3,3.5,1.33,3.67,1.36,3.82,1.31,3.53
32,Paris,French Open,6/1/19,Grand Slam,Outdoor,Clay,3rd Round,5,Tsitsipas S.,Krajinovic F.,6,60,4080,838,7,5,6,3,6,7,7,6,,,3,1,Completed,1.16,5,1.18,5.61,1.19,5.7,1.17,5.12
32,Paris,French Open,6/1/19,Grand Slam,Outdoor,Clay,3rd Round,5,Struff J.L.,Coric B.,45,15,1035,2525,4,6,6,1,4,6,7,6,11,9,3,2,Completed,3,1.4,2.96,1.46,3.38,1.46,3.01,1.4
32,Paris,French Open,6/1/19,Grand Slam,Outdoor,Clay,3rd Round,5,Wawrinka S.,Dimitrov G.,28,46,1365,997,7,6,7,6,7,6,,,,,3,0,Completed,1.33,3.4,1.4,3.2,1.4,3.5,1.35,3.21
32,Paris,French Open,6/1/19,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Caruso S.,1,147,12355,388,6,3,6,3,6,2,,,,,3,0,Completed,1.005,29,1.01,25.7,1.02,39,1.01,22.31
32,Paris,French Open,6/1/19,Grand Slam,Outdoor,Clay,3rd Round,5,Thiem D.,Cuevas P.,4,47,4685,983,6,3,4,6,6,2,7,5,,,3,1,Completed,1.2,4.5,1.27,4.27,1.27,4.56,1.23,4.25
32,Paris,French Open,6/1/19,Grand Slam,Outdoor,Clay,3rd Round,5,Monfils G.,Hoang A.,17,146,1965,388,6,3,6,2,6,3,,,,,3,0,Completed,1.08,8,1.09,9.44,1.11,9.5,1.09,7.82
32,Paris,French Open,6/1/19,Grand Slam,Outdoor,Clay,3rd Round,5,Del Potro J.M.,Thompson J.,9,69,3235,757,6,4,6,4,6,0,,,,,3,0,Completed,1.28,3.75,1.31,3.79,1.32,4.2,1.28,3.75
32,Paris,French Open,6/1/19,Grand Slam,Outdoor,Clay,3rd Round,5,Khachanov K.,Klizan M.,11,55,2800,883,6,1,6,4,6,3,,,,,3,0,Completed,1.3,3.5,1.31,3.81,1.32,3.85,1.3,3.6
32,Paris,French Open,6/2/19,Grand Slam,Outdoor,Clay,4th Round,5,Federer R.,Mayer L.,3,68,5950,770,6,2,6,3,6,3,,,,,3,0,Completed,1.08,8,1.1,9.05,1.12,9.3,1.09,7.83
32,Paris,French Open,6/2/19,Grand Slam,Outdoor,Clay,4th Round,5,Wawrinka S.,Tsitsipas S.,28,6,1365,4080,7,6,5,7,6,4,3,6,8,6,3,2,Completed,2.1,1.72,2.2,1.77,2.2,1.8,2.1,1.75
32,Paris,French Open,6/2/19,Grand Slam,Outdoor,Clay,4th Round,5,Nadal R.,Londero J.I.,2,78,7945,695,6,2,6,3,6,3,,,,,3,0,Completed,1.005,34,1.01,36.83,1.02,39,1.01,24.13
32,Paris,French Open,6/3/19,Grand Slam,Outdoor,Clay,4th Round,5,Nishikori K.,Paire B.,7,38,3860,1168,6,2,6,7,6,2,6,7,7,5,3,2,Completed,1.44,2.75,1.45,3.05,1.5,3.05,1.46,2.72
32,Paris,French Open,6/3/19,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Struff J.L.,1,45,12355,1035,6,3,6,2,6,2,,,,,3,0,Completed,1.04,13,1.05,15.42,1.05,17.5,1.03,13.25
32,Paris,French Open,6/3/19,Grand Slam,Outdoor,Clay,4th Round,5,Thiem D.,Monfils G.,4,17,4685,1965,6,4,6,4,6,2,,,,,3,0,Completed,1.36,3.2,1.4,3.3,1.4,3.38,1.36,3.16
32,Paris,French Open,6/3/19,Grand Slam,Outdoor,Clay,4th Round,5,Zverev A.,Fognini F.,5,12,4360,2785,3,6,6,2,6,2,7,6,,,3,1,Completed,2.1,1.72,2.06,1.87,2.12,1.87,2.04,1.79
32,Paris,French Open,6/3/19,Grand Slam,Outdoor,Clay,4th Round,5,Khachanov K.,Del Potro J.M.,11,9,2800,3235,7,5,6,3,3,6,6,3,,,3,1,Completed,2.75,1.44,3.03,1.45,3.03,1.52,2.79,1.45
32,Paris,French Open,6/4/19,Grand Slam,Outdoor,Clay,Quarterfinals,5,Federer R.,Wawrinka S.,3,28,5950,1365,7,6,4,6,7,6,6,4,,,3,1,Completed,1.36,3.2,1.42,3.19,1.48,3.32,1.38,3.08
32,Paris,French Open,6/4/19,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nadal R.,Nishikori K.,2,7,7945,3860,6,1,6,1,6,3,,,,,3,0,Completed,1.02,19,1.04,18.38,1.04,25,1.03,15.7
32,Paris,French Open,6/6/19,Grand Slam,Outdoor,Clay,Quarterfinals,5,Djokovic N.,Zverev A.,1,5,12355,4360,7,5,6,2,6,2,,,,,3,0,Completed,1.1,7,1.13,7.31,1.15,7.45,1.12,6.6
32,Paris,French Open,6/6/19,Grand Slam,Outdoor,Clay,Quarterfinals,5,Thiem D.,Khachanov K.,4,11,4685,2800,6,2,6,4,6,2,,,,,3,0,Completed,1.28,3.75,1.31,3.93,1.45,4,1.29,3.7
32,Paris,French Open,6/7/19,Grand Slam,Outdoor,Clay,Semifinals,5,Nadal R.,Federer R.,2,3,7945,5950,6,3,6,4,6,2,,,,,3,0,Completed,1.12,6,1.15,6.69,1.17,7,1.14,6.13
32,Paris,French Open,6/8/19,Grand Slam,Outdoor,Clay,Semifinals,5,Thiem D.,Djokovic N.,4,1,4685,12355,6,2,3,6,7,5,5,7,7,5,3,2,Completed,2.75,1.44,3.04,1.45,3.04,1.55,2.79,1.46
32,Paris,French Open,6/9/19,Grand Slam,Outdoor,Clay,The Final,5,Nadal R.,Thiem D.,2,4,7945,4685,6,3,5,7,6,1,6,1,,,3,1,Completed,1.2,4.75,1.22,5.08,1.3,5.08,1.21,4.66
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/10/19,ATP250,Outdoor,Grass,1st Round,3,Fritz T.,Rodionov J.,41,211,1090,239,7,6,6,4,,,,,,,2,0,Completed,1.2,4.33,1.21,4.95,1.25,5.7,1.21,4.4
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/10/19,ATP250,Outdoor,Grass,1st Round,3,Garin C.,Caruso S.,32,122,1240,456,6,1,6,4,,,,,,,2,0,Completed,1.5,2.5,1.6,2.49,2.63,2.93,1.56,2.45
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/10/19,ATP250,Outdoor,Grass,1st Round,3,Thompson J.,Paul T.,62,138,837,416,3,6,6,1,6,4,,,,,2,1,Completed,1.9,1.8,1.83,2.06,2.01,2.06,1.89,1.91
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/10/19,ATP250,Outdoor,Grass,1st Round,3,Haase R.,Humbert U.,67,64,781,817,5,7,7,6,7,6,,,,,2,1,Completed,1.57,2.25,1.68,2.3,1.69,2.4,1.63,2.25
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/10/19,ATP250,Outdoor,Grass,1st Round,3,Tiafoe F.,Sousa J.,35,71,1230,750,6,2,7,6,,,,,,,2,0,Completed,1.36,3,1.42,3.09,1.43,3.15,1.4,2.93
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/11/19,ATP250,Outdoor,Grass,1st Round,3,Gasquet R.,Bedene A.,42,93,1080,595,6,7,7,6,6,4,,,,,2,1,Completed,1.36,3,1.35,3.43,1.4,3.5,1.35,3.17
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/11/19,ATP250,Outdoor,Grass,1st Round,3,Jarry N.,Sinner J.,60,219,855,227,7,6,6,3,,,,,,,2,0,Completed,1.66,2.1,1.85,2.05,1.85,2.24,1.75,2.06
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/11/19,ATP250,Outdoor,Grass,1st Round,3,Seppi A.,Fabbiano T.,72,104,750,557,7,6,7,5,,,,,,,2,0,Completed,1.4,2.75,1.47,2.87,1.49,3.08,1.43,2.79
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/11/19,ATP250,Outdoor,Grass,1st Round,3,Goffin D.,Davidovich Fokina A.,33,129,1235,440,6,0,6,2,,,,,,,2,0,Completed,1.3,3.4,1.35,3.43,1.37,3.5,1.34,3.21
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/11/19,ATP250,Outdoor,Grass,1st Round,3,Mannarino A.,De Bakker T.,44,224,1011,220,6,2,6,1,,,,,,,2,0,Completed,1.18,4.5,1.2,5.09,1.24,5.1,1.2,4.49
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/11/19,ATP250,Outdoor,Grass,1st Round,3,Herbert P.H.,Ebden M.,45,66,1008,786,6,4,7,5,,,,,,,2,0,Completed,2.1,1.66,2.1,1.81,2.25,1.81,2.09,1.73
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/11/19,ATP250,Outdoor,Grass,1st Round,3,Kukushkin M.,Sonego L.,47,76,955,732,5,7,6,4,6,4,,,,,2,1,Completed,1.61,2.2,1.59,2.5,1.74,2.5,1.61,2.3
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/12/19,ATP250,Outdoor,Grass,2nd Round,3,Thompson J.,Tiafoe F.,62,35,837,1230,6,3,6,2,,,,,,,2,0,Completed,2.5,1.5,2.44,1.63,2.69,2.5,2.4,1.59
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/12/19,ATP250,Outdoor,Grass,2nd Round,3,Coric B.,Fritz T.,14,41,2525,1090,4,6,6,3,6,3,,,,,2,1,Completed,1.53,2.37,1.63,2.44,1.65,2.45,1.59,2.35
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/12/19,ATP250,Outdoor,Grass,2nd Round,3,De Minaur A.,Seppi A.,24,72,1410,750,7,5,6,3,,,,,,,2,0,Completed,1.44,2.62,1.63,2.44,1.65,2.62,1.55,2.43
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/13/19,ATP250,Outdoor,Grass,2nd Round,3,Goffin D.,Herbert P.H.,33,45,1235,1008,6,3,7,5,,,,,,,2,0,Completed,1.33,3.25,1.42,3.11,1.42,3.25,1.37,3.05
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/13/19,ATP250,Outdoor,Grass,2nd Round,3,Garin C.,Haase R.,32,67,1240,781,7,5,7,5,,,,,,,2,0,Completed,1.66,2.1,1.77,2.18,2.15,2.38,1.72,2.12
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/13/19,ATP250,Outdoor,Grass,2nd Round,3,Jarry N.,Tsitsipas S.,60,6,855,4215,6,4,3,6,6,4,,,,,2,1,Completed,4.5,1.18,5.12,1.21,5.12,1.23,4.53,1.2
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/13/19,ATP250,Outdoor,Grass,2nd Round,3,Mannarino A.,Verdasco F.,44,34,1011,1235,1,6,6,3,6,4,,,,,2,1,Completed,1.61,2.2,1.72,2.25,1.73,2.33,1.66,2.21
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/14/19,ATP250,Outdoor,Grass,2nd Round,3,Gasquet R.,Kukushkin M.,42,47,1080,955,6,4,6,3,,,,,,,2,0,Completed,1.53,2.37,1.61,2.49,1.61,2.63,1.56,2.42
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/14/19,ATP250,Outdoor,Grass,Quarterfinals,3,Coric B.,Garin C.,14,32,2525,1240,6,7,6,3,7,6,,,,,2,1,Completed,1.44,2.75,1.44,3.06,1.48,3.2,1.41,2.91
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/14/19,ATP250,Outdoor,Grass,Quarterfinals,3,Mannarino A.,Goffin D.,44,33,1011,1235,3,6,7,5,6,3,,,,,2,1,Completed,3.5,1.3,3.86,1.32,4,1.33,3.59,1.29
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/14/19,ATP250,Outdoor,Grass,Quarterfinals,3,Thompson J.,De Minaur A.,62,24,837,1410,4,6,6,2,6,3,,,,,2,1,Completed,2.62,1.5,2.6,1.57,2.75,1.57,2.57,1.51
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/14/19,ATP250,Outdoor,Grass,Quarterfinals,3,Gasquet R.,Jarry N.,42,60,1080,855,7,6,6,4,,,,,,,2,0,Completed,1.72,2.1,1.76,2.19,1.8,2.2,1.72,2.13
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/16/19,ATP250,Outdoor,Grass,Semifinals,3,Thompson J.,Gasquet R.,62,42,837,1080,7,5,6,3,,,,,,,2,0,Completed,2.5,1.53,2.62,1.57,2.65,1.59,2.51,1.53
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/16/19,ATP250,Outdoor,Grass,Semifinals,3,Mannarino A.,Coric B.,44,14,1011,2525,4,6,6,3,7,6,,,,,2,1,Completed,2.75,1.44,2.75,1.52,2.85,1.52,2.7,1.46
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,6/16/19,ATP250,Outdoor,Grass,The Final,3,Mannarino A.,Thompson J.,44,62,1011,837,7,6,6,3,,,,,,,2,0,Completed,1.72,2.1,1.81,2.11,1.81,2.2,1.75,2.07
34,Stuttgart,Mercedes Cup,6/10/19,ATP250,Outdoor,Grass,1st Round,3,Tsonga J.W.,Zverev M.,79,114,715,490,6,3,6,0,,,,,,,2,0,Completed,1.28,3.5,1.26,4.25,1.31,4.55,1.24,4.01
34,Stuttgart,Mercedes Cup,6/10/19,ATP250,Outdoor,Grass,1st Round,3,Kecmanovic M.,Kohlschreiber P.,83,51,684,930,4,6,7,5,6,3,,,,,2,1,Completed,5,1.16,5.32,1.19,5.55,1.22,5.01,1.17
34,Stuttgart,Mercedes Cup,6/11/19,ATP250,Outdoor,Grass,1st Round,3,Fucsovics M.,Munar J.,52,74,930,735,7,6,6,4,,,,,,,2,0,Completed,1.3,3.4,1.33,3.64,1.34,3.8,1.31,3.43
34,Stuttgart,Mercedes Cup,6/11/19,ATP250,Outdoor,Grass,1st Round,3,Struff J.L.,Shapovalov D.,38,25,1170,1390,7,5,6,4,,,,,,,2,0,Completed,2,1.72,2.17,1.76,2.23,1.83,2.09,1.73
34,Stuttgart,Mercedes Cup,6/11/19,ATP250,Outdoor,Grass,1st Round,3,Raonic M.,Popyrin A.,18,103,1960,558,6,7,6,4,7,6,,,,,2,1,Completed,1.3,3.4,1.28,4.05,1.31,4.05,1.28,3.65
34,Stuttgart,Mercedes Cup,6/11/19,ATP250,Outdoor,Grass,1st Round,3,Auger-Aliassime F.,Gulbis E.,21,90,1462,627,7,5,6,3,,,,,,,2,0,Completed,1.61,2.2,1.64,2.39,1.74,2.39,1.65,2.23
34,Stuttgart,Mercedes Cup,6/11/19,ATP250,Outdoor,Grass,1st Round,3,Brown D.,Millman J.,170,56,313,875,6,4,7,6,,,,,,,2,0,Completed,2,1.72,2.05,1.85,2.15,1.85,2.03,1.78
34,Stuttgart,Mercedes Cup,6/11/19,ATP250,Outdoor,Grass,1st Round,3,Pouille L.,Lopez F.,26,108,1340,540,6,3,3,6,7,6,,,,,2,1,Completed,1.83,1.83,1.97,1.92,2,2.17,1.87,1.91
34,Stuttgart,Mercedes Cup,6/11/19,ATP250,Outdoor,Grass,1st Round,3,Kudla D.,Galovic V.,84,205,675,259,6,3,6,2,,,,,,,2,0,Completed,1.25,3.75,1.26,4.23,1.29,4.25,1.25,3.88
